,Adview
250,1.0
251,11.0
252,1.0
253,8.0
254,4.0
255,1.0
256,55.0
257,2.0
258,1.0
259,1.0
260,1.0
261,1.0
262,2.0
263,1.0
264,2.0
265,1.0
266,2.0
267,1.0
268,915.0
269,13.0
270,2.0
271,1.0
272,287688.0
273,1.0
274,1.0
275,1.0
276,1.0
277,3.0
278,1.0
279,2.0
280,9.0
281,26.0
282,9.0
283,2.0
284,1.0
285,1.0
286,2.0
287,1.0
288,8.0
289,1.0
290,1.0
291,203.0
292,1.0
293,1.0
294,1.0
295,2.0
296,1.0
297,5.0
298,1.0
299,1.0
300,1.0
301,2.0
302,4.0
303,1.0
304,1.0
305,4.0
306,1176.0
307,6.0
308,1.0
309,2.0
310,10.0
311,1.0
312,1.0
313,4.0
314,3.0
315,1.0
316,4.0
317,2.0
318,1.0
319,1.0
320,4.0
321,6.0
322,2.0
323,4.0
324,1.0
325,60.0
326,2.0
327,32.0
328,40.0
329,2.0
330,1.0
331,5.0
332,1.0
333,1.0
334,1.0
335,91.0
336,2.0
337,1.0
338,2.0
339,1.0
340,1.0
341,3.0
342,6.0
343,1.0
344,8.0
345,14.0
346,5.0
347,1.0
348,1.0
349,1.0
350,1.0
351,1.0
352,6090.0
353,7.0
354,1.0
355,2.0
356,16.0
357,1.0
358,3.0
359,1.0
360,1.0
361,1.0
362,1.0
363,11.0
364,100.0
365,2.0
366,2.0
367,2.0
368,3.0
369,2.0
370,1.0
371,493.0
372,1.0
373,3.0
374,1.0
375,64.0
376,22.0
377,1.0
378,1.0
379,1.0
380,1.0
381,374.0
382,1.0
383,2.0
384,4.0
385,4.0
386,22.0
387,2.0
388,1.0
389,3.0
390,5.0
391,30.0
392,2.0
393,1.0
394,30.0
395,1.0
396,1.0
397,7.0
398,7.0
399,367.0
400,2.0
401,9.0
402,2598.0
403,3.0
404,1.0
405,2.0
406,1.0
407,3.0
408,6.0
409,59.0
410,1.0
411,5.0
412,4.0
413,2.0
414,27.0
415,1.0
416,3.0
417,1.0
418,1.0
419,160.0
420,14.0
421,14.0
422,1.0
423,196.0
424,4.0
425,2.0
426,1.0
427,3.0
428,3.0
429,1.0
430,3.0
431,31.0
432,40.0
433,7.0
434,1.0
435,1.0
436,24650.0
437,28.0
438,21767.0
439,1.0
440,6.0
441,48626.0
442,1.0
443,14.0
444,1.0
445,2.0
446,91.0
447,31.0
448,2.0
449,2.0
450,1246.0
451,14.0
452,1.0
453,1.0
454,18.0
455,1.0
456,4.0
457,1.0
458,1.0
459,2.0
460,1.0
461,1.0
462,1.0
463,4.0
464,1.0
465,313.0
466,17267.0
467,1.0
468,27.0
469,1.0
470,1.0
471,78.0
472,7.0
473,2.0
474,5.0
475,1.0
476,3.0
477,1.0
478,280.0
479,3.0
480,1.0
481,1.0
482,1.0
483,1.0
484,1.0
485,5.0
486,1.0
487,11.0
488,2.0
489,3.0
490,2.0
491,1.0
492,1.0
493,48639.0
494,21.0
495,18.0
496,26.0
497,43534.0
498,1.0
499,1.0
500,1.0
501,67.0
502,1.0
503,1.0
504,1.0
505,1.0
506,3.0
507,4.0
508,196173.0
509,5.0
510,1.0
511,1.0
512,1.0
513,1.0
514,1.0
515,1.0
516,1.0
517,12.0
518,4.0
519,2.0
520,2.0
521,1.0
522,2.0
523,1.0
524,19.0
525,3.0
526,1.0
527,3.0
528,1.0
529,11298.0
530,20.0
531,1.0
532,12.0
533,1.0
534,3008.0
535,1.0
536,1.0
537,1.0
538,3.0
539,1.0
540,3.0
541,1.0
542,5.0
543,4.0
544,1.0
545,3.0
546,1.0
547,1.0
548,4.0
549,27.0
550,1.0
551,1.0
552,196.0
553,1.0
554,1.0
555,16.0
556,622.0
557,1.0
558,2.0
559,1329.0
560,1.0
561,1.0
562,1.0
563,1833.0
564,3.0
565,2.0
566,1.0
567,1.0
568,11.0
569,4.0
570,1.0
571,6.0
572,7221.0
573,32187.0
574,7.0
575,1.0
576,1.0
577,208.0
578,17655.0
579,1.0
580,1.0
581,3.0
582,8.0
583,1.0
584,1.0
585,3.0
586,1.0
587,16.0
588,1.0
589,2.0
590,152.0
591,4.0
592,9.0
593,3.0
594,2.0
595,2.0
596,2.0
597,2965.0
598,31.0
599,1.0
600,287688.0
601,2.0
602,1.0
603,2.0
604,41.0
605,36.0
606,2.0
607,1.0
608,1.0
609,16.0
610,3.0
611,2.0
612,1.0
613,9.0
614,5.0
615,1.0
616,10.0
617,1.0
618,1.0
619,2.0
620,18.0
621,3.0
622,2.0
623,1.0
624,2.0
625,1.0
626,10.0
627,1.0
628,1.0
629,1.0
630,17.0
631,1.0
632,1.0
633,2.0
634,4.0
635,4.0
636,1.0
637,1.0
638,10488.0
639,3.0
640,2.0
641,1.0
642,1.0
643,4.0
644,3.0
645,1.0
646,1.0
647,6.0
648,2.0
649,1.0
650,2.0
651,5.0
652,1.0
653,5.0
654,5.0
655,1.0
656,5.0
657,1.0
658,1.0
659,1.0
660,7.0
661,494.0
662,1.0
663,2.0
664,2.0
665,1.0
666,14.0
667,1.0
668,1.0
669,1.0
670,2.0
671,1.0
672,1.0
673,43.0
674,8.0
675,11.0
676,4.0
677,2.0
678,1.0
679,4.0
680,1.0
681,1.0
682,1.0
683,1.0
684,1.0
685,2.0
686,3.0
687,1.0
688,1.0
689,2.0
690,84.0
691,1112.0
692,9.0
693,1.0
694,3.0
695,8.0
696,18.0
697,1.0
698,55.0
699,5.0
700,1.0
701,39.0
702,13.0
703,1.0
704,1.0
705,1.0
706,3.0
707,1.0
708,26.0
709,1.0
710,1.0
711,6.0
712,1.0
713,1.0
714,27826.0
715,1.0
716,1.0
717,12.0
718,5.0
719,5.0
720,10.0
721,1.0
722,12465.0
723,30.0
724,8.0
725,2.0
726,4.0
727,2.0
728,2.0
729,7.0
730,5.0
731,1.0
732,1.0
733,2.0
734,6.0
735,1.0
736,3.0
737,8895.0
738,5.0
739,1.0
740,4.0
741,3.0
742,1.0
743,1.0
744,1.0
745,3.0
746,1.0
747,4.0
748,6.0
749,1.0
750,1.0
751,7.0
752,1.0
753,1.0
754,1.0
755,2.0
756,79.0
757,2.0
758,1.0
759,10003.0
760,1.0
761,33.0
762,1897.0
763,3.0
764,6175.0
765,2.0
766,27.0
767,1.0
768,18.0
769,4.0
770,33.0
771,1.0
772,1147.0
773,3.0
774,9.0
775,6.0
776,178.0
777,1.0
778,30.0
779,1.0
780,40.0
781,162.0
782,8.0
783,2.0
784,1.0
785,2.0
786,7.0
787,2.0
788,4.0
789,3.0
790,1.0
791,2.0
792,1.0
793,5.0
794,1.0
795,2.0
796,1.0
797,1.0
798,44.0
799,1.0
800,10.0
801,12.0
802,1.0
803,8114.0
804,1.0
805,1.0
806,21.0
807,2.0
808,1.0
809,2.0
810,7.0
811,1.0
812,1.0
813,2.0
814,1.0
815,18.0
816,1.0
817,1.0
818,64985.0
819,2.0
820,1.0
821,1.0
822,4.0
823,22.0
824,79.0
825,1.0
826,1.0
827,2.0
828,10.0
829,6.0
830,402.0
831,1.0
832,35.0
833,20.0
834,6.0
835,1.0
836,2.0
837,1.0
838,8.0
839,1.0
840,1.0
841,2.0
842,2.0
843,2.0
844,11.0
845,1.0
846,18782.0
847,4.0
848,1.0
849,10.0
850,50157.0
851,31.0
852,3.0
853,1.0
854,73.0
855,1.0
856,19.0
857,785.0
858,4.0
859,1.0
860,3.0
861,3.0
862,4835.0
863,361.0
864,132.0
865,5.0
866,2.0
867,1.0
868,1.0
869,1.0
870,8.0
871,7.0
872,4.0
873,2.0
874,1.0
875,3.0
876,2.0
877,4.0
878,1.0
879,3.0
880,2.0
881,1.0
882,21.0
883,1.0
884,1.0
885,2.0
886,6.0
887,8.0
888,32.0
889,1.0
890,6175.0
891,1.0
892,9.0
893,2.0
894,7.0
895,11.0
896,372.0
897,2.0
898,1.0
899,13.0
900,3.0
901,14.0
902,3.0
903,1.0
904,1.0
905,38264.0
906,1.0
907,2.0
908,8.0
909,25.0
910,5.0
911,1.0
912,1.0
913,1.0
914,2.0
915,3.0
916,1.0
917,1.0
918,313.0
919,11.0
920,1.0
921,6.0
922,2.0
923,1.0
924,2.0
925,2.0
926,1.0
927,1.0
928,3.0
929,2.0
930,2.0
931,13.0
932,1.0
933,1.0
934,1.0
935,86533.0
936,10.0
937,9936.0
938,8.0
939,1.0
940,1.0
941,15.0
942,2555.0
943,5.0
944,1.0
945,5.0
946,1.0
947,1.0
948,8.0
949,13.0
950,11.0
951,2.0
952,9936.0
953,1.0
954,1.0
955,11.0
956,1.0
957,1.0
958,9.0
959,1.0
960,2.0
961,1.0
962,5.0
963,1.0
964,1.0
965,1.0
966,4.0
967,19.0
968,3.0
969,4.0
970,1.0
971,174.0
972,1.0
973,1.0
974,2.0
975,2.0
976,1.0
977,1.0
978,3.0
979,7.0
980,4.0
981,1.0
982,1.0
983,60.0
984,2.0
985,2.0
986,3.0
987,3.0
988,1.0
989,1.0
990,28656.0
991,2877.0
992,1.0
993,2.0
994,3.0
995,5.0
996,1.0
997,2.0
998,1.0
999,1.0
1000,2.0
1001,1.0
1002,6030.0
1003,7.0
1004,305.0
1005,2.0
1006,1.0
1007,1.0
1008,22.0
1009,1.0
1010,4.0
1011,8.0
1012,1.0
1013,7.0
1014,6.0
1015,1.0
1016,2.0
1017,39.0
1018,1.0
1019,1.0
1020,1.0
1021,6.0
1022,4.0
1023,10.0
1024,1.0
1025,13.0
1026,1.0
1027,1.0
1028,1.0
1029,117.0
1030,16.0
1031,1.0
1032,3.0
1033,70069.0
1034,1.0
1035,1.0
1036,1.0
1037,1.0
1038,1.0
1039,1.0
1040,1.0
1041,44.0
1042,1.0
1043,2722.0
1044,1.0
1045,1.0
1046,3.0
1047,2.0
1048,4.0
1049,2.0
1050,1.0
1051,1.0
1052,1.0
1053,1.0
1054,2.0
1055,1.0
1056,1.0
1057,1.0
1058,1.0
1059,1.0
1060,2.0
1061,2.0
1062,6090.0
1063,3.0
1064,3.0
1065,1.0
1066,1.0
1067,2.0
1068,3.0
1069,1.0
1070,1.0
1071,1.0
1072,7.0
1073,9.0
1074,1.0
1075,1.0
1076,1.0
1077,1.0
1078,5.0
1079,9.0
1080,1.0
1081,3.0
1082,1.0
1083,1.0
1084,33.0
1085,1.0
1086,2.0
1087,1.0
1088,1.0
1089,1.0
1090,21127.0
1091,7.0
1092,2.0
1093,1.0
1094,4.0
1095,3.0
1096,1.0
1097,32.0
1098,1.0
1099,6.0
1100,2.0
1101,2.0
1102,1.0
1103,7.0
1104,10.0
1105,2.0
1106,2.0
1107,1.0
1108,1.0
1109,2.0
1110,1.0
1111,2.0
1112,1.0
1113,2.0
1114,1.0
1115,1.0
1116,11.0
1117,1.0
1118,2.0
1119,1.0
1120,1.0
1121,3.0
1122,155.0
1123,7.0
1124,1.0
1125,61.0
1126,2.0
1127,4.0
1128,1.0
1129,11.0
1130,1.0
1131,7.0
1132,1.0
1133,1.0
1134,3.0
1135,1.0
1136,4.0
1137,1.0
1138,3.0
1139,1648.0
1140,4.0
1141,1.0
1142,1.0
1143,1.0
1144,1.0
1145,1.0
1146,2.0
1147,3.0
1148,1.0
1149,1.0
1150,3.0
1151,1.0
1152,1.0
1153,1.0
1154,4.0
1155,5.0
1156,1.0
1157,3.0
1158,1.0
1159,1.0
1160,1.0
1161,1.0
1162,4.0
1163,1.0
1164,1.0
1165,4.0
1166,1.0
1167,1.0
1168,1.0
1169,6.0
1170,1.0
1171,31.0
1172,1.0
1173,4.0
1174,25.0
1175,1.0
1176,8.0
1177,3.0
1178,218.0
1179,4.0
1180,3.0
1181,620.0
1182,4.0
1183,39.0
1184,14.0
1185,2.0
1186,1.0
1187,3.0
1188,1.0
1189,383.0
1190,5.0
1191,1.0
1192,2.0
1193,3.0
1194,1.0
1195,8.0
1196,2.0
1197,3.0
1198,3.0
1199,1.0
1200,1.0
1201,1.0
1202,3.0
1203,1.0
1204,2.0
1205,1.0
1206,1.0
1207,4.0
1208,2.0
1209,3.0
1210,144.0
1211,21.0
1212,1.0
1213,79.0
1214,11.0
1215,35894.0
1216,1.0
1217,3.0
1218,14.0
1219,3.0
1220,1.0
1221,12.0
1222,1.0
1223,2.0
1224,19.0
1225,31.0
1226,1.0
1227,1.0
1228,1.0
1229,2.0
1230,1.0
1231,1.0
1232,45.0
1233,1.0
1234,1.0
1235,1.0
1236,1.0
1237,1.0
1238,7221.0
1239,1.0
1240,2.0
1241,1.0
1242,6.0
1243,262.0
1244,1.0
1245,7.0
1246,273.0
1247,55.0
1248,3.0
1249,1.0
1250,1.0
1251,36.0
1252,6.0
1253,2.0
1254,1.0
1255,1.0
1256,1.0
1257,6.0
1258,1.0
1259,1.0
1260,6.0
1261,1.0
1262,4.0
1263,1.0
1264,1.0
1265,12.0
1266,2.0
1267,622.0
1268,1.0
1269,1.0
1270,12.0
1271,1.0
1272,4.0
1273,2.0
1274,11.0
1275,3.0
1276,11.0
1277,9.0
1278,26.0
1279,1.0
1280,280.0
1281,2.0
1282,4245.0
1283,1.0
1284,11.0
1285,1.0
1286,1.0
1287,21.0
1288,4.0
1289,1.0
1290,64825.0
1291,3.0
1292,15.0
1293,1.0
1294,160.0
1295,1.0
1296,1.0
1297,3.0
1298,4.0
1299,1.0
1300,1.0
1301,4.0
1302,2.0
1303,231.0
1304,90.0
1305,2.0
1306,1.0
1307,10.0
1308,1.0
1309,8.0
1310,2.0
1311,2.0
1312,6.0
1313,1.0
1314,1.0
1315,2.0
1316,1.0
1317,1.0
1318,119.0
1319,14.0
1320,1.0
1321,4.0
1322,1.0
1323,27.0
1324,1.0
1325,13.0
1326,1.0
1327,3.0
1328,9.0
1329,1.0
1330,7.0
1331,1.0
1332,4.0
1333,31.0
1334,1.0
1335,1.0
1336,1.0
1337,3.0
1338,2.0
1339,1.0
1340,1.0
1341,11.0
1342,1.0
1343,1.0
1344,1.0
1345,1.0
1346,3.0
1347,2.0
1348,11.0
1349,1.0
1350,2.0
1351,14.0
1352,33168.0
1353,124.0
1354,36.0
1355,2.0
1356,1.0
1357,2.0
1358,1.0
1359,1.0
1360,2.0
1361,1.0
1362,1.0
1363,5.0
1364,6.0
1365,1.0
1366,1.0
1367,2.0
1368,19.0
1369,2.0
1370,3218.0
1371,8.0
1372,1.0
1373,134.0
1374,2.0
1375,14.0
1376,1.0
1377,5.0
1378,5.0
1379,8.0
1380,2.0
1381,1.0
1382,1.0
1383,8207.0
1384,1.0
1385,13.0
1386,1.0
1387,5.0
1388,2.0
1389,1.0
1390,2.0
1391,2.0
1392,22.0
1393,2.0
1394,1.0
1395,3687.0
1396,3.0
1397,1.0
1398,5.0
1399,1.0
1400,336.0
1401,1.0
1402,10.0
1403,1.0
1404,2.0
1405,1.0
1406,1.0
1407,3.0
1408,1.0
1409,50157.0
1410,1.0
1411,1.0
1412,2.0
1413,7.0
1414,1.0
1415,4.0
1416,14.0
1417,6.0
1418,31.0
1419,5.0
1420,2.0
1421,5.0
1422,1.0
1423,458.0
1424,1.0
1425,3.0
1426,1.0
1427,2.0
1428,4245.0
1429,1.0
1430,1.0
1431,1.0
1432,2.0
1433,2.0
1434,1.0
1435,4460.0
1436,2.0
1437,1.0
1438,1.0
1439,2.0
1440,1.0
1441,19.0
1442,1.0
1443,1.0
1444,1.0
1445,144.0
1446,1.0
1447,2.0
1448,1.0
1449,1.0
1450,7.0
1451,1147.0
1452,1.0
1453,1.0
1454,2.0
1455,1.0
1456,2.0
1457,1.0
1458,2.0
1459,1.0
1460,1.0
1461,9.0
1462,16.0
1463,273.0
1464,2.0
1465,1.0
1466,38.0
1467,1.0
1468,8.0
1469,1.0
1470,51.0
1471,2.0
1472,1.0
1473,7.0
1474,2.0
1475,1.0
1476,1.0
1477,1583846.0
1478,1.0
1479,6.0
1480,4.0
1481,1.0
1482,11.0
1483,21.0
1484,12.0
1485,4.0
1486,16.0
1487,10.0
1488,1.0
1489,1.0
1490,3.0
1491,18.0
1492,3.0
1493,6.0
1494,1.0
1495,1.0
1496,14.0
1497,7.0
1498,1.0
1499,10.0
1500,1.0
1501,3.0
1502,1.0
1503,1.0
1504,1.0
1505,2.0
1506,14.0
1507,3.0
1508,1.0
1509,6.0
1510,1.0
1511,174.0
1512,7.0
1513,9.0
1514,16.0
1515,65.0
1516,3.0
1517,5.0
1518,1.0
1519,1.0
1520,13.0
1521,2.0
1522,1.0
1523,1.0
1524,14259.0
1525,5.0
1526,2.0
1527,5078.0
1528,1.0
1529,4.0
1530,1.0
1531,742.0
1532,1.0
1533,6.0
1534,2.0
1535,1.0
1536,1.0
1537,1.0
1538,6.0
1539,2.0
1540,1.0
1541,1.0
1542,1.0
1543,1.0
1544,2.0
1545,3210.0
1546,2.0
1547,940.0
1548,1.0
1549,1.0
1550,3.0
1551,14.0
1552,2.0
1553,6.0
1554,8.0
1555,1.0
1556,1.0
1557,5.0
1558,1.0
1559,2.0
1560,3.0
1561,15.0
1562,1.0
1563,2.0
1564,1.0
1565,1.0
1566,1.0
1567,1.0
1568,54.0
1569,1.0
1570,1.0
1571,1.0
1572,2.0
1573,4.0
1574,1.0
1575,1.0
1576,2.0
1577,1.0
1578,1.0
1579,2.0
1580,1.0
1581,4.0
1582,1.0
1583,1.0
1584,1.0
1585,1.0
1586,1.0
1587,1.0
1588,1.0
1589,1.0
1590,1.0
1591,1.0
1592,5.0
1593,1.0
1594,10003.0
1595,771.0
1596,4.0
1597,24.0
1598,36773.0
1599,4.0
1600,1.0
1601,21.0
1602,16.0
1603,6.0
1604,3.0
1605,1.0
1606,1.0
1607,1.0
1608,2.0
1609,1.0
1610,2797.0
1611,21.0
1612,1.0
1613,2.0
1614,6.0
1615,1.0
1616,1.0
1617,2.0
1618,122.0
1619,1.0
1620,1.0
1621,2.0
1622,1.0
1623,1.0
1624,1.0
1625,2.0
1626,1.0
1627,1.0
1628,2.0
1629,2.0
1630,1.0
1631,2.0
1632,2.0
1633,1.0
1634,1.0
1635,6175.0
1636,1.0
1637,1.0
1638,1.0
1639,122.0
1640,5.0
1641,1.0
1642,2.0
1643,2.0
1644,2.0
1645,2.0
1646,26.0
1647,3.0
1648,1.0
1649,1.0
1650,1.0
1651,1.0
1652,1.0
1653,12.0
1654,1.0
1655,26.0
1656,1.0
1657,4.0
1658,22.0
1659,5.0
1660,1.0
1661,142.0
1662,1.0
1663,2.0
1664,1.0
1665,1.0
1666,1.0
1667,1.0
1668,1.0
1669,1.0
1670,1.0
1671,2.0
1672,100.0
1673,176421.0
1674,20.0
1675,2.0
1676,1.0
1677,2.0
1678,1.0
1679,1.0
1680,3008.0
1681,1.0
1682,3.0
1683,3.0
1684,6.0
1685,1.0
1686,3.0
1687,2.0
1688,1.0
1689,1.0
1690,1.0
1691,5.0
1692,1.0
1693,2.0
1694,55.0
1695,2.0
1696,4.0
1697,3.0
1698,4.0
1699,2.0
1700,4.0
1701,1.0
1702,1.0
1703,1.0
1704,1.0
1705,32.0
1706,1.0
1707,31.0
1708,1.0
1709,2578.0
1710,1.0
1711,5.0
1712,150.0
1713,2.0
1714,1.0
1715,1.0
1716,1.0
1717,1.0
1718,5.0
1719,12.0
1720,1.0
1721,1.0
1722,9.0
1723,13.0
1724,1.0
1725,1.0
1726,1.0
1727,1.0
1728,1.0
1729,55.0
1730,1.0
1731,1.0
1732,1.0
1733,1.0
1734,1.0
1735,1.0
1736,1.0
1737,5.0
1738,3.0
1739,10.0
1740,9.0
1741,11.0
1742,1.0
1743,1.0
1744,6.0
1745,1.0
1746,6.0
1747,1.0
1748,3.0
1749,3.0
1750,6.0
1751,1.0
1752,1.0
1753,1.0
1754,1.0
1755,8.0
1756,1.0
1757,7.0
1758,1.0
1759,2.0
1760,3.0
1761,2.0
1762,1.0
1763,2.0
1764,3.0
1765,10.0
1766,1.0
1767,7041.0
1768,17267.0
1769,1.0
1770,1.0
1771,11.0
1772,9.0
1773,10.0
1774,1.0
1775,1.0
1776,2.0
1777,2.0
1778,4.0
1779,3.0
1780,200.0
1781,2.0
1782,3.0
1783,2877.0
1784,54.0
1785,2.0
1786,1.0
1787,1.0
1788,1.0
1789,1.0
1790,2.0
1791,3.0
1792,1.0
1793,2.0
1794,1.0
1795,32.0
1796,1.0
1797,1.0
1798,1.0
1799,1.0
1800,1.0
1801,1329.0
1802,1.0
1803,6.0
1804,1.0
1805,276.0
1806,2.0
1807,2.0
1808,1.0
1809,6894.0
1810,21.0
1811,48.0
1812,2.0
1813,1.0
1814,4.0
1815,10746.0
1816,1.0
1817,5.0
1818,2.0
1819,4.0
1820,40.0
1821,1.0
1822,1.0
1823,6.0
1824,1.0
1825,2.0
1826,2.0
1827,48.0
1828,3.0
1829,3.0
1830,1.0
1831,8.0
1832,2.0
1833,1.0
1834,11.0
1835,1.0
1836,1015.0
1837,1.0
1838,3.0
1839,2.0
1840,1.0
1841,1.0
1842,54363.0
1843,1.0
1844,1.0
1845,55663.0
1846,17267.0
1847,9348.0
1848,1.0
1849,23.0
1850,1.0
1851,3.0
1852,1.0
1853,1.0
1854,1.0
1855,3.0
1856,2.0
1857,1.0
1858,4.0
1859,1.0
1860,4011.0
1861,2.0
1862,24.0
1863,4.0
1864,1.0
1865,2.0
1866,2.0
1867,14.0
1868,1.0
1869,3.0
1870,1.0
1871,5.0
1872,4.0
1873,1.0
1874,2.0
1875,2.0
1876,5.0
1877,10.0
1878,1.0
1879,1.0
1880,2.0
1881,10.0
1882,2.0
1883,1.0
1884,2.0
1885,2.0
1886,1.0
1887,3.0
1888,1.0
1889,3.0
1890,1.0
1891,6.0
1892,1.0
1893,10.0
1894,2.0
1895,1.0
1896,1.0
1897,146.0
1898,1.0
1899,2.0
1900,28.0
1901,1.0
1902,1.0
1903,6.0
1904,1.0
1905,1.0
1906,2.0
1907,4.0
1908,16.0
1909,11.0
1910,1445.0
1911,5.0
1912,1.0
1913,1.0
1914,2.0
1915,3.0
1916,55.0
1917,1.0
1918,308.0
1919,1.0
1920,2.0
1921,3.0
1922,1.0
1923,2.0
1924,2.0
1925,8.0
1926,188474.0
1927,2.0
1928,1.0
1929,1.0
1930,3.0
1931,1.0
1932,1.0
1933,5.0
1934,3.0
1935,1.0
1936,4.0
1937,512.0
1938,1.0
1939,1.0
1940,1.0
1941,13.0
1942,1.0
1943,24.0
1944,13.0
1945,8.0
1946,2.0
1947,1.0
1948,1.0
1949,3.0
1950,3.0
1951,1.0
1952,15.0
1953,20.0
1954,1.0
1955,6.0
1956,2.0
1957,3.0
1958,7.0
1959,1.0
1960,1.0
1961,2.0
1962,2.0
1963,2.0
1964,1.0
1965,14.0
1966,3.0
1967,8.0
1968,1.0
1969,2.0
1970,1.0
1971,2965.0
1972,1.0
1973,2.0
1974,2.0
1975,7.0
1976,2.0
1977,1.0
1978,11.0
1979,1.0
1980,3.0
1981,1.0
1982,1.0
1983,2.0
1984,1.0
1985,1.0
1986,2.0
1987,6.0
1988,5.0
1989,21.0
1990,13.0
1991,1.0
1992,1.0
1993,1.0
1994,2.0
1995,13.0
1996,3.0
1997,2.0
1998,1.0
1999,4.0
2000,1.0
2001,7530.0
2002,1.0
2003,1.0
2004,3111.0
2005,2.0
2006,3.0
2007,1.0
2008,3.0
2009,1.0
2010,1.0
2011,3.0
2012,87.0
2013,1.0
2014,2.0
2015,3.0
2016,1.0
2017,915.0
2018,2.0
2019,2.0
2020,3.0
2021,1.0
2022,54.0
2023,1.0
2024,1.0
2025,6.0
2026,308.0
2027,2.0
2028,3.0
2029,1.0
2030,1.0
2031,3.0
2032,5.0
2033,13.0
2034,3.0
2035,4.0
2036,4.0
2037,3.0
2038,1.0
2039,1.0
2040,1.0
2041,2.0
2042,1.0
2043,1.0
2044,1.0
2045,44.0
2046,1.0
2047,4.0
2048,1.0
2049,1329.0
2050,4.0
2051,5.0
2052,5.0
2053,1.0
2054,1.0
2055,1.0
2056,1.0
2057,3.0
2058,1.0
2059,1.0
2060,1.0
2061,3.0
2062,2.0
2063,1.0
2064,6.0
2065,1.0
2066,18.0
2067,1.0
2068,1.0
2069,3.0
2070,1.0
2071,1.0
2072,1.0
2073,322.0
2074,1.0
2075,8.0
2076,1.0
2077,1.0
2078,2.0
2079,1.0
2080,1.0
2081,1.0
2082,32.0
2083,1.0
2084,1.0
2085,1.0
2086,127.0
2087,5.0
2088,1.0
2089,1.0
2090,1.0
2091,257.0
2092,1.0
2093,5.0
2094,1.0
2095,255.0
2096,78.0
2097,7.0
2098,4.0
2099,1.0
2100,1.0
2101,1.0
2102,1.0
2103,1.0
2104,8.0
2105,1.0
2106,1.0
2107,6.0
2108,6.0
2109,30.0
2110,1.0
2111,1.0
2112,1.0
2113,1.0
2114,12.0
2115,1.0
2116,3.0
2117,12.0
2118,6.0
2119,1.0
2120,1.0
2121,9.0
2122,2.0
2123,1.0
2124,7.0
2125,1.0
2126,1.0
